id,"country_iso3_code","state_iso_3166_2_code","name_en","metro_code","time_zone"
524,"USA","US-MI","Metropolitan",NULL,"America/Menominee"
525,"USA","US-MI","Muskegon","563","America/Detroit"
526,"USA","US-MI","Newaygo","563","America/Detroit"
527,"USA","US-MI","Novi","505","America/Detroit"
528,"USA","US-MI","Oxford","505","America/Detroit"
529,"USA","US-MI","Petersburg","505","America/Detroit"
530,"USA","US-MI","Plymouth","505","America/Detroit"
531,"USA","US-MI","Rockford","563","America/Detroit"
532,"USA","US-MI","Roscommon","540","America/Detroit"
533,"USA","US-MI","Saginaw","513","America/Detroit"
534,"USA","US-MI","Southfield","505","America/Detroit"
535,"USA","US-MI","Saint Clair Shores","505","America/Detroit"
536,"USA","US-MI","Sterling Heights","505","America/Detroit"
537,"USA","US-MI","Sumner","513","America/Detroit"
538,"USA","US-MI","Taylor","505","America/Detroit"
539,"USA","US-MI","Traverse City","540","America/Detroit"
540,"USA","US-MI","Troy","505","America/Detroit"
541,"USA","US-MI","Union Lake","505","America/Detroit"
542,"USA","US-MI","Utica","505","America/Detroit"
543,"USA","US-MI","Warren","505","America/Detroit"
544,"USA","US-MI","Whitmore Lake","505","America/Detroit"
545,"USA","US-MI","Wixom","505","America/Detroit"
546,"USA","US-MN","Anoka","613","America/Chicago"
547,"USA","US-MN","Blue Earth","737","America/Chicago"
548,"USA","US-MN","Elgin","613","America/Chicago"
549,"USA","US-MN","Eyota","611","America/Chicago"
550,"USA","US-MN","Kellogg","613","America/Chicago"
551,"USA","US-MN","Lewiston","702","America/Chicago"
552,"USA","US-MN","Mabel","611","America/Chicago"
553,"USA","US-MN","Maple Grove","613","America/Chicago"
554,"USA","US-MN","Minneapolis","613","America/Chicago"
555,"USA","US-MN","Minnesota Lake","737","America/Chicago"
556,"USA","US-MN","New Prague","613","America/Chicago"
557,"USA","US-MN","Plainview","613","America/Chicago"
558,"USA","US-MN","Red Wing","613","America/Chicago"
559,"USA","US-MN","Rollingstone","702","America/Chicago"
560,"USA","US-MN","Rushmore","725","America/Chicago"
561,"USA","US-MN","Saint Paul","613","America/Chicago"
562,"USA","US-MN","Spring Grove","702","America/Chicago"
563,"USA","US-MN","Wabasha","613","America/Chicago"
564,"USA","US-MN","Wells","737","America/Chicago"
565,"USA","US-MN","Winnebago","737","America/Chicago"
566,"USA","US-MN","Winona","702","America/Chicago"
567,"USA","US-ND","Montpelier","724","America/Chicago"
568,"USA","US-NE","Grand Island","722","America/Chicago"
569,"USA","US-NE","Lincoln","722","America/Chicago"
570,"USA","US-NH","Center Harbor","506","America/New_York"
571,"USA","US-NH","Manchester","506","America/New_York"
572,"USA","US-NH","Swanzey","506","America/New_York"
573,"USA","US-NJ","Asbury Park","501","America/New_York"
574,"USA","US-NJ","Avenel","501","America/New_York"
575,"USA","US-NJ","Butler","501","America/New_York"
576,"USA","US-NJ","Cedar Knolls","501","America/New_York"
577,"USA","US-NJ","Crosswicks","504","America/New_York"
578,"USA","US-NJ","Dayton","501","America/New_York"
579,"USA","US-NJ","Dover","501","America/New_York"
580,"USA","US-NJ","East Hanover","501","America/New_York"
581,"USA","US-NJ","Edison","501","America/New_York"
582,"USA","US-NJ","Fort Lee","501","America/New_York"
583,"USA","US-NJ","Hackensack","501","America/New_York"
584,"USA","US-NJ","Helmetta","501","America/New_York"
585,"USA","US-NJ","High Bridge","501","America/New_York"
586,"USA","US-NJ","Hillsborough","501","America/New_York"
587,"USA","US-NJ","Hoboken","501","America/New_York"
588,"USA","US-NJ","Jersey City","501","America/New_York"
589,"USA","US-NJ","Ledgewood","501","America/New_York"
590,"USA","US-NJ","Newark","501","America/New_York"
591,"USA","US-NJ","North Bergen","501","America/New_York"
592,"USA","US-NJ","Perth Amboy","501","America/New_York"
593,"USA","US-NJ","Plainfield","501","America/New_York"
594,"USA","US-NJ","Plainsboro","501","America/New_York"
595,"USA","US-NJ","Princeton","504","America/New_York"
596,"USA","US-NJ","Ridgefield","501","America/New_York"
597,"USA","US-NJ","Ridgewood","501","America/New_York"
598,"USA","US-NJ","Ringoes","501","America/New_York"
599,"USA","US-NJ","Riverdale","501","America/New_York"
600,"USA","US-NJ","Secaucus","501","America/New_York"
601,"USA","US-NJ","Somerset","501","America/New_York"
602,"USA","US-NJ","Somerville","501","America/New_York"
603,"USA","US-NJ","Trenton","504","America/New_York"
604,"USA","US-NY","Amsterdam","532","America/New_York"
605,"USA","US-NY","Breezy Point","501","America/New_York"
606,"USA","US-NY","Bronx","501","America/New_York"
607,"USA","US-NY","Brooklyn","501","America/New_York"
608,"USA","US-NY","Buffalo","514","America/New_York"
609,"USA","US-NY","Corfu","514","America/New_York"
610,"USA","US-NY","East Greenbush","532","America/New_York"
611,"USA","US-NY","East Norwich","501","America/New_York"
612,"USA","US-NY","Elma","514","America/New_York"
613,"USA","US-NY","Elmhurst","501","America/New_York"
614,"USA","US-NY","Flushing","501","America/New_York"
615,"USA","US-NY","Fort Edward","532","America/New_York"
616,"USA","US-NY","Fresh Meadows","501","America/New_York"
617,"USA","US-NY","Genoa","555","America/New_York"
618,"USA","US-NY","Getzville","514","America/New_York"
619,"USA","US-NY","Ghent","532","America/New_York"
620,"USA","US-NY","Great Neck","501","America/New_York"
621,"USA","US-NY","Great River","501","America/New_York"
622,"USA","US-NY","Greenfield Center","532","America/New_York"
623,"USA","US-NY","Harrison","501","America/New_York"
624,"USA","US-NY","Hicksville","501","America/New_York"
625,"USA","US-NY","Jamaica","501","America/New_York"
626,"USA","US-NY","Latham","532","America/New_York"
627,"USA","US-NY","Lockport","514","America/New_York"
628,"USA","US-NY","Long Island City","501","America/New_York"
629,"USA","US-NY","Massapequa Park","501","America/New_York"
630,"USA","US-NY","New York","501","America/New_York"
631,"USA","US-NY","North Rose","555","America/New_York"
632,"USA","US-NY","North Tonawanda","514","America/New_York"
633,"USA","US-NY","Olcott","514","America/New_York"
634,"USA","US-NY","Ozone Park","501","America/New_York"
635,"USA","US-NY","Paul Smiths","523","America/New_York"
636,"USA","US-NY","Phoenix","555","America/New_York"
637,"USA","US-NY","Poughkeepsie","501","America/New_York"
638,"USA","US-NY","Richmond Hill","501","America/New_York"
639,"USA","US-NY","Rochester","538","America/New_York"
640,"USA","US-NY","Rome","555","America/New_York"
641,"USA","US-NY","Schenectady","532","America/New_York"
642,"USA","US-NY","Smithtown","501","America/New_York"
643,"USA","US-NY","Staten Island","501","America/New_York"
644,"USA","US-NY","Syracuse","555","America/New_York"
645,"USA","US-NY","Troy","532","America/New_York"
646,"USA","US-NY","Utica","526","America/New_York"
647,"USA","US-NY","Watertown","549","America/New_York"
648,"USA","US-NY","Webster","538","America/New_York"
649,"USA","US-NY","Westbury","501","America/New_York"
650,"USA","US-NY","White Plains","501","America/New_York"
651,"USA","US-NY","Whitney Point","502","America/New_York"
652,"USA","US-NY","Youngstown","514","America/New_York"
653,"USA","US-OH","Akron","510","America/New_York"
654,"USA","US-OH","Alliance","510","America/New_York"
655,"USA","US-OH","Brecksville","510","America/New_York"
656,"USA","US-OH","Brunswick","510","America/New_York"
657,"USA","US-OH","Canton","510","America/New_York"
658,"USA","US-OH","Cleveland","510","America/New_York"
659,"USA","US-OH","Clinton","510","America/New_York"
660,"USA","US-OH","Cuyahoga Falls","510","America/New_York"
661,"USA","US-OH","Elyria","510","America/New_York"
662,"USA","US-OH","Fostoria","547","America/New_York"
663,"USA","US-OH","Greenville","542","America/New_York"
664,"USA","US-OH","Lewis Center","535","America/New_York"
665,"USA","US-OH","Lima","558","America/New_York"
666,"USA","US-OH","Mansfield","510","America/New_York"
667,"USA","US-OH","Mantua","510","America/New_York"
668,"USA","US-OH","North Olmsted","510","America/New_York"
669,"USA","US-OH","Richfield","510","America/New_York"
670,"USA","US-OH","Sebring","536","America/New_York"
671,"USA","US-OH","Spencerville","558","America/New_York"
672,"USA","US-OH","Swanton","547","America/New_York"
673,"USA","US-PA","Allentown","504","America/New_York"
674,"USA","US-PA","Bedford","574","America/New_York"
675,"USA","US-PA","Bensalem","504","America/New_York"
676,"USA","US-PA","Bethlehem","504","America/New_York"
677,"USA","US-PA","Blue Bell","504","America/New_York"
678,"USA","US-PA","Bridgeville","508","America/New_York"
679,"USA","US-PA","Burgettstown","508","America/New_York"
680,"USA","US-PA","Canonsburg","508","America/New_York"
681,"USA","US-PA","Clairton","508","America/New_York"
682,"USA","US-PA","Clarence","574","America/New_York"
683,"USA","US-PA","Coraopolis","508","America/New_York"
684,"USA","US-PA","Douglassville","504","America/New_York"
685,"USA","US-PA","Doylestown","504","America/New_York"
686,"USA","US-PA","Drifting","574","America/New_York"
687,"USA","US-PA","Duncansville","574","America/New_York"
688,"USA","US-PA","East Earl","566","America/New_York"
689,"USA","US-PA","East Stroudsburg","577","America/New_York"
690,"USA","US-PA","Elizabeth","508","America/New_York"
691,"USA","US-PA","Erie","516","America/New_York"
692,"USA","US-PA","Farrell","536","America/New_York"
693,"USA","US-PA","Fort Washington","504","America/New_York"
694,"USA","US-PA","Frenchville","574","America/New_York"
695,"USA","US-PA","Glenside","504","America/New_York"
696,"USA","US-PA","Grantville","566","America/New_York"
697,"USA","US-PA","Grassflat","574","America/New_York"
698,"USA","US-PA","Greensburg","508","America/New_York"
699,"USA","US-PA","Harrisburg","566","America/New_York"
700,"USA","US-PA","Hawley","577","America/New_York"
701,"USA","US-PA","Honesdale","577","America/New_York"
702,"USA","US-PA","Horsham","504","America/New_York"
703,"USA","US-PA","Houtzdale","574","America/New_York"
704,"USA","US-PA","Karthaus","574","America/New_York"
705,"USA","US-PA","King of Prussia","504","America/New_York"
706,"USA","US-PA","Knoxville","565","America/New_York"
707,"USA","US-PA","Langeloth","508","America/New_York"
708,"USA","US-PA","Langhorne","504","America/New_York"
709,"USA","US-PA","Leetsdale","508","America/New_York"
710,"USA","US-PA","Lock Haven","577","America/New_York"
711,"USA","US-PA","Long Pond","577","America/New_York"
712,"USA","US-PA","Mansfield","565","America/New_York"
713,"USA","US-PA","McKees Rocks","508","America/New_York"
714,"USA","US-PA","McKeesport","508","America/New_York"
715,"USA","US-PA","Monaca","508","America/New_York"
716,"USA","US-PA","Montoursville","577","America/New_York"
717,"USA","US-PA","Morrisdale","574","America/New_York"
718,"USA","US-PA","Morrisville","504","America/New_York"
719,"USA","US-PA","New Kensington","508","America/New_York"
720,"USA","US-PA","Norristown","504","America/New_York"
721,"USA","US-PA","Pitcairn","508","America/New_York"
722,"USA","US-PA","Pittsburgh","508","America/New_York"
723,"USA","US-PA","Pittston","577","America/New_York"
724,"USA","US-PA","Quakertown","504","America/New_York"
725,"USA","US-PA","Reading","504","America/New_York"
726,"USA","US-PA","Royersford","504","America/New_York"
727,"USA","US-PA","Russellton","508","America/New_York"
728,"USA","US-PA","Scranton","577","America/New_York"
729,"USA","US-PA","Sidman","574","America/New_York"
730,"USA","US-PA","Somerset","574","America/New_York"
731,"USA","US-PA","Verona","508","America/New_York"
732,"USA","US-PA","Warrington","504","America/New_York"
733,"USA","US-PA","Wayne","504","America/New_York"
734,"USA","US-PA","Wellsboro","565","America/New_York"
735,"USA","US-PA","West Mifflin","508","America/New_York"
736,"USA","US-RI","Cranston","521","America/New_York"
737,"USA","US-RI","Kingston","521","America/New_York"
738,"USA","US-VT","Barnard","523","America/New_York"
739,"USA","US-VT","Bethel","523","America/New_York"
740,"USA","US-VT","Brattleboro","506","America/New_York"
741,"USA","US-VT","Burlington","523","America/New_York"
742,"USA","US-VT","Jamaica","532","America/New_York"
743,"USA","US-VT","Londonderry","506","America/New_York"
744,"USA","US-VT","Newfane","506","America/New_York"
745,"USA","US-VT","Northfield Falls","523","America/New_York"
746,"USA","US-VT","Putney","506","America/New_York"
747,"USA","US-VT","South Burlington","523","America/New_York"
748,"USA","US-VT","Stamford","532","America/New_York"
749,"USA","US-VT","West Danville","523","America/New_York"
750,"USA","US-VT","White River Junction","523","America/New_York"
751,"USA","US-VT","Winooski","523","America/New_York"
752,"USA","US-WI","Aniwa","705","America/Chicago"
753,"USA","US-WI","Bay City","613","America/Chicago"
754,"USA","US-WI","Brookfield","617","America/Chicago"
755,"USA","US-WI","Depere","658","America/Chicago"
756,"USA","US-WI","Hager City","613","America/Chicago"
757,"USA","US-WI","Institute",NULL,"America/Chicago"
758,"USA","US-WI","La Crosse","702","America/Chicago"
759,"USA","US-WI","Menomonee Falls","617","America/Chicago"
760,"USA","US-WI","Milwaukee","617","America/Chicago"
761,"USA","US-WI","Mosinee","705","America/Chicago"
762,"USA","US-WI","Pleasant Prairie","617","America/Chicago"
763,"USA","US-WI","River Falls","613","America/Chicago"
764,"USA","US-WI","Saint Germain","705","America/Chicago"
765,"USA","US-WI","Waukesha","617","America/Chicago"
766,"USA","US-WV","Wellsburg","554","America/New_York"
767,"USA","US-CT","Burlington","533","America/New_York"
768,"USA","US-AZ","Bullhead City","753","America/Phoenix"
769,"USA","US-AZ","Chino Valley","753","America/Phoenix"
770,"USA","US-AZ","Flagstaff","753","America/Phoenix"
771,"USA","US-AZ","Gilbert","753","America/Phoenix"
772,"USA","US-AZ","Glendale","753","America/Phoenix"
773,"USA","US-AZ","Grand Canyon","753","America/Phoenix"
774,"USA","US-AZ","Kingman","753","America/Phoenix"
775,"USA","US-AZ","Mesa","753","America/Phoenix"
776,"USA","US-AZ","Peoria","753","America/Phoenix"
777,"USA","US-AZ","Phoenix","753","America/Phoenix"
778,"USA","US-AZ","Prescott","753","America/Phoenix"
779,"USA","US-AZ","Prescott Valley","753","America/Phoenix"
780,"USA","US-AZ","Queen Creek","753","America/Phoenix"
781,"USA","US-AZ","Rio Rico","789","America/Phoenix"
782,"USA","US-AZ","Sacaton","753","America/Phoenix"
783,"USA","US-AZ","Scottsdale","753","America/Phoenix"
784,"USA","US-AZ","Sierra Vista","789","America/Phoenix"
785,"USA","US-AZ","Tempe","753","America/Phoenix"
786,"USA","US-AZ","Topock","753","America/Los_Angeles"
787,"USA","US-AZ","Tucson","789","America/Phoenix"
788,"USA","US-AZ","Waddell","753","America/Phoenix"
789,"USA","US-AZ","Yuma","771","America/Phoenix"
790,"USA","US-CA","Alhambra","803","America/Los_Angeles"
791,"USA","US-CA","Anaheim","803","America/Los_Angeles"
792,"USA","US-CA","City of Angels","862","America/Los_Angeles"
793,"USA","US-CA","Anza","804","America/Los_Angeles"
794,"USA","US-CA","Arcadia","803","America/Los_Angeles"
795,"USA","US-CA","Arnold","862","America/Los_Angeles"
796,"USA","US-CA","Aromas","828","America/Los_Angeles"
797,"USA","US-CA","Bakersfield","800","America/Los_Angeles"
798,"USA","US-CA","Baldwin Park","803","America/Los_Angeles"
799,"USA","US-CA","Beverly Hills","803","America/Los_Angeles"
800,"USA","US-CA","Bishop","803","America/Los_Angeles"
801,"USA","US-CA","Boulevard","825","America/Los_Angeles"
802,"USA","US-CA","Burbank","803","America/Los_Angeles"
803,"USA","US-CA","Carlsbad","825","America/Los_Angeles"
804,"USA","US-CA","Castro Valley","807","America/Los_Angeles"
805,"USA","US-CA","Cathedral City","804","America/Los_Angeles"
806,"USA","US-CA","Chino Hills","803","America/Los_Angeles"
807,"USA","US-CA","Coachella","804","America/Los_Angeles"
808,"USA","US-CA","Cobb","807","America/Los_Angeles"
809,"USA","US-CA","Corona","803","America/Los_Angeles"
810,"USA","US-CA","Costa Mesa","803","America/Los_Angeles"
811,"USA","US-CA","Culver City","803","America/Los_Angeles"
812,"USA","US-CA","Cupertino","807","America/Los_Angeles"
813,"USA","US-CA","Daly City","807","America/Los_Angeles"
814,"USA","US-CA","Desert Hot Springs","804","America/Los_Angeles"
815,"USA","US-CA","Downey","803","America/Los_Angeles"
816,"USA","US-CA","Dublin","807","America/Los_Angeles"
817,"USA","US-CA","El Cajon","825","America/Los_Angeles"
818,"USA","US-CA","El Segundo","803","America/Los_Angeles"
819,"USA","US-CA","Encino","803","America/Los_Angeles"
820,"USA","US-CA","Escondido","825","America/Los_Angeles"
821,"USA","US-CA","Fontana","803","America/Los_Angeles"
822,"USA","US-CA","Foster City","807","America/Los_Angeles"
823,"USA","US-CA","Fountain Valley","803","America/Los_Angeles"
824,"USA","US-CA","Fremont","807","America/Los_Angeles"
825,"USA","US-CA","Fresno","866","America/Los_Angeles"
826,"USA","US-CA","Fullerton","803","America/Los_Angeles"
827,"USA","US-CA","Glendale","803","America/Los_Angeles"
828,"USA","US-CA","Grass Valley","862","America/Los_Angeles"
829,"USA","US-CA","Groveland","862","America/Los_Angeles"
830,"USA","US-CA","Hollister","828","America/Los_Angeles"
831,"USA","US-CA","Huntington Beach","803","America/Los_Angeles"
832,"USA","US-CA","Indio","804","America/Los_Angeles"
833,"USA","US-CA","Inglewood","803","America/Los_Angeles"
834,"USA","US-CA","Inverness","807","America/Los_Angeles"
835,"USA","US-CA","Irvine","803","America/Los_Angeles"
836,"USA","US-CA","La Habra","803","America/Los_Angeles"
837,"USA","US-CA","La Jolla","825","America/Los_Angeles"
838,"USA","US-CA","Lafayette","807","America/Los_Angeles"
839,"USA","US-CA","Lake Elsinore","803","America/Los_Angeles"
840,"USA","US-CA","Lake Forest","803","America/Los_Angeles"
841,"USA","US-CA","Lakewood","803","America/Los_Angeles"
842,"USA","US-CA","Livermore","807","America/Los_Angeles"
843,"USA","US-CA","Lone Pine","803","America/Los_Angeles"
844,"USA","US-CA","Long Beach","803","America/Los_Angeles"
845,"USA","US-CA","Los Altos","807","America/Los_Angeles"
846,"USA","US-CA","Los Angeles","803","America/Los_Angeles"
847,"USA","US-CA","Mill Valley","807","America/Los_Angeles"
848,"USA","US-CA","Milpitas","807","America/Los_Angeles"
849,"USA","US-CA","Mira Loma","803","America/Los_Angeles"
850,"USA","US-CA","Modesto","862","America/Los_Angeles"
851,"USA","US-CA","Montebello","803","America/Los_Angeles"
852,"USA","US-CA","Monterey County","828","America/Los_Angeles"
853,"USA","US-CA","Mountain Ranch","862","America/Los_Angeles"
854,"USA","US-CA","Mountain View","807","America/Los_Angeles"
855,"USA","US-CA","Murrieta","803","America/Los_Angeles"
856,"USA","US-CA","Needles","803","America/Los_Angeles"
857,"USA","US-CA","Newhall","803","America/Los_Angeles"
858,"USA","US-CA","Newport Beach","803","America/Los_Angeles"
859,"USA","US-CA","Norwalk","803","America/Los_Angeles"
860,"USA","US-CA","Oakland","807","America/Los_Angeles"
861,"USA","US-CA","Oceanside","825","America/Los_Angeles"
862,"USA","US-CA","Orange","803","America/Los_Angeles"
863,"USA","US-CA","Orangevale","862","America/Los_Angeles"
864,"USA","US-CA","Oroville","868","America/Los_Angeles"
865,"USA","US-CA","Oxnard","803","America/Los_Angeles"
866,"USA","US-CA","Palm Desert","804","America/Los_Angeles"
867,"USA","US-CA","Palmdale","803","America/Los_Angeles"
868,"USA","US-CA","Pasadena","803","America/Los_Angeles"
869,"USA","US-CA","Point Reyes Station","807","America/Los_Angeles"
870,"USA","US-CA","Pomona","803","America/Los_Angeles"
871,"USA","US-CA","Poway","825","America/Los_Angeles"
872,"USA","US-CA","Rancho Cucamonga","803","America/Los_Angeles"
873,"USA","US-CA","Redwood City","807","America/Los_Angeles"
874,"USA","US-CA","Reseda","803","America/Los_Angeles"
875,"USA","US-CA","Ridgecrest","803","America/Los_Angeles"
876,"USA","US-CA","Sacramento","862","America/Los_Angeles"
877,"USA","US-CA","Salinas","828","America/Los_Angeles"
878,"USA","US-CA","San Diego","825","America/Los_Angeles"
879,"USA","US-CA","San Fernando","803","America/Los_Angeles"
880,"USA","US-CA","San Francisco","807","America/Los_Angeles"
881,"USA","US-CA","San Jose","807","America/Los_Angeles"
882,"USA","US-CA","San Marcos","825","America/Los_Angeles"
883,"USA","US-CA","San Mateo","807","America/Los_Angeles"
884,"USA","US-CA","San Pablo","807","America/Los_Angeles"
885,"USA","US-CA","San Ramon","807","America/Los_Angeles"
886,"USA","US-CA","Santa Ana","803","America/Los_Angeles"
887,"USA","US-CA","Santa Clara","807","America/Los_Angeles"
888,"USA","US-CA","Santa Fe Springs","803","America/Los_Angeles"
889,"USA","US-CA","Santa Monica","803","America/Los_Angeles"
890,"USA","US-CA","Seal Beach","803","America/Los_Angeles"
891,"USA","US-CA","Signal Hill","803","America/Los_Angeles"
892,"USA","US-CA","Sonora","862","America/Los_Angeles"
893,"USA","US-CA","South Gate","803","America/Los_Angeles"
894,"USA","US-CA","Stanford","807","America/Los_Angeles"
895,"USA","US-CA","Sun City","803","America/Los_Angeles"
896,"USA","US-CA","Sunnyvale","807","America/Los_Angeles"
897,"USA","US-CA","Temecula","803","America/Los_Angeles"
898,"USA","US-CA","Torrance","803","America/Los_Angeles"
899,"USA","US-CA","Tujunga","803","America/Los_Angeles"
900,"USA","US-CA","Tustin","803","America/Los_Angeles"
901,"USA","US-CA","Upland","803","America/Los_Angeles"
902,"USA","US-CA","Vacaville","862","America/Los_Angeles"
903,"USA","US-CA","Vallejo","807","America/Los_Angeles"
904,"USA","US-CA","Valley Center","825","America/Los_Angeles"
905,"USA","US-CA","Vista","825","America/Los_Angeles"
906,"USA","US-CA","Wallace","862","America/Los_Angeles"
907,"USA","US-CA","Walnut","803","America/Los_Angeles"
908,"USA","US-CA","Walnut Creek","807","America/Los_Angeles"
909,"USA","US-CA","Warner Springs","825","America/Los_Angeles"
910,"USA","US-CA","Wildomar","803","America/Los_Angeles"
911,"USA","US-CA","Wilseyville","862","America/Los_Angeles"
912,"USA","US-CA","Winchester","803","America/Los_Angeles"
913,"USA","US-CA","Woodland Hills","803","America/Los_Angeles"
914,"USA","US-CO","Aguilar","752","America/Denver"
915,"USA","US-CO","Arvada","751","America/Denver"
916,"USA","US-CO","Aurora","751","America/Denver"
917,"USA","US-CO","Bennett","751","America/Denver"
918,"USA","US-CO","Broomfield","751","America/Denver"
919,"USA","US-CO","Byers","751","America/Denver"
920,"USA","US-CO","Castle Rock","751","America/Denver"
921,"USA","US-CO","Colorado Springs","752","America/Denver"
922,"USA","US-CO","Deer Trail","751","America/Denver"
923,"USA","US-CO","Denver","751","America/Denver"
924,"USA","US-CO","Elizabeth","751","America/Denver"
925,"USA","US-CO","Englewood","751","America/Denver"
926,"USA","US-CO","Fountain","752","America/Denver"
927,"USA","US-CO","Lafayette","751","America/Denver"
928,"USA","US-CO","Littleton","751","America/Denver"
929,"USA","US-CO","Louisville","751","America/Denver"
930,"USA","US-CO","Sedalia","751","America/Denver"
931,"USA","US-CO","Strasburg","751","America/Denver"
932,"USA","US-CO","Watkins","751","America/Denver"
933,"USA","US-NM","Albuquerque","790","America/Denver"
934,"USA","US-NM","Las Cruces","765","America/Denver"
935,"USA","US-NM","Lordsburg","790","America/Denver"
936,"USA","US-NM","Los Lunas","790","America/Denver"
937,"USA","US-NM","Mills","790","America/Denver"
938,"USA","US-NM","Placitas","790","America/Denver"
939,"USA","US-NM","Socorro","790","America/Denver"
940,"USA","US-NM","Thoreau","790","America/Denver"
941,"USA","US-NV","Henderson","839","America/Los_Angeles"
942,"USA","US-NV","Las Vegas","839","America/Los_Angeles"
943,"USA","US-NV","Pahrump","839","America/Los_Angeles"
944,"USA","US-NV","Reno","811","America/Los_Angeles"
945,"USA","US-NV","Wellington","811","America/Los_Angeles"
946,"USA","US-NV","Yerington","811","America/Los_Angeles"
947,"USA","US-TX","Canadian","634","America/Chicago"
948,"USA","US-TX","Clarendon","634","America/Chicago"
949,"USA","US-TX","El Paso","765","America/Denver"
950,"USA","US-TX","Floydada","651","America/Chicago"
951,"USA","US-UT","Leeds","770","America/Denver"
952,"USA","US-CO","Bellvue","751","America/Denver"
953,"USA","US-CO","Boulder","751","America/Denver"
954,"USA","US-CO","Erie","751","America/Denver"
955,"USA","US-CO","Fort Collins","751","America/Denver"
956,"USA","US-CO","Julesburg","751","America/Denver"
957,"USA","US-CO","Longmont","751","America/Denver"
958,"USA","US-CO","Loveland","751","America/Denver"
959,"USA","US-CO","Lyons","751","America/Denver"
960,"USA","US-CO","Windsor","751","America/Denver"
961,"USA","US-ID","Idaho Falls","758","America/Boise"
962,"USA","US-ID","Priest River","881","America/Los_Angeles"
963,"USA","US-ND","Bismarck","687","America/Chicago"
964,"USA","US-NE","Morrill","759","America/Denver"
965,"USA","US-NV","Winnemucca","811","America/Los_Angeles"
966,"USA","US-OR","Portland","820","America/Los_Angeles"
967,"USA","US-OR","Sutherlin","801","America/Los_Angeles"
968,"USA","US-OR","Tualatin","820","America/Los_Angeles"
969,"USA","US-UT","Brigham City","770","America/Denver"
970,"USA","US-UT","Clearfield","770","America/Denver"
971,"USA","US-UT","Orem","770","America/Denver"
972,"USA","US-UT","Salt Lake City","770","America/Denver"
973,"USA","US-UT","Woods Cross","770","America/Denver"
974,"USA","US-WA","Auburn","819","America/Los_Angeles"
975,"USA","US-WA","Bellevue","819","America/Los_Angeles"
976,"USA","US-WA","Bothell","819","America/Los_Angeles"
977,"USA","US-WA","Kirkland","819","America/Los_Angeles"
978,"USA","US-WA","Olympia","819","America/Los_Angeles"
979,"USA","US-WA","Redmond","819","America/Los_Angeles"
980,"USA","US-WA","Renton","819","America/Los_Angeles"
981,"USA","US-WA","Sammamish","819","America/Los_Angeles"
982,"USA","US-WA","Seattle","819","America/Los_Angeles"
983,"USA","US-WA","Spokane","881","America/Los_Angeles"
984,"USA","US-WA","Tacoma","819","America/Los_Angeles"
985,"USA","US-WA","Valley","881","America/Los_Angeles"
986,"USA","US-WA","Vancouver","820","America/Los_Angeles"
987,"USA","US-WY","Cheyenne","759","America/Denver"
988,"USA","US-WY","Lyman","770","America/Denver"
989,"USA","US-WY","Mountain View","770","America/Denver"
990,"USA","US-WY","Rock Springs","770","America/Denver"
991,"USA","US-WY","Rozet","764","America/Denver"
992,"USA","US-NJ","Edison","501","America/New_York"
993,"USA","US-NJ","East Brunswick","501","America/New_York"
994,"USA","US-NJ","Orange","501","America/New_York"
995,"USA","US-NJ","Irvington","501","America/New_York"
996,"USA","US-NJ","Springfield Township","501","America/New_York"
997,"USA","US-KS","Fort Riley-Camp Whiteside","605","America/Chicago"
998,"USA","US-MI","Waterford","505","America/Detroit"
999,"USA","US-MI","West Bloomfield","505","America/Detroit"
